airline_id,name,alias,iata,icao,callsign,country_id,active
1315,Airmark Aviation,N,,TRH,TRANSTAR,288,N
1316,AirTran Airways,N,FL,TRS,CITRUS,288,Y
1317,Air Transat,N,TS,TSC,TRANSAT,88,Y
1318,airtransse,N,,TSQ,AIRTRA,159,N
1319,Aerolineas Turisticas del Caribe,N,,TTB,AERO TURISTICAS,188,N
1320,Avcenter,N,,TTE,TETON,288,N
1321,Air Tungaru,N,,TUN,TUNGARU,163,N
1322,Avialeasing Aviation Company,N,EC,TWN,TWINARROW,290,Y
1323,Aerotaxis del Noroeste,N,,TXD,TAXI OESTE,188,N
1324,Aerotaxis Alfe,N,,TXF,ALFE,188,N
1325,Aereotaxis,N,,TXI,AEREOTAXIS,188,N
1326,Tyrolean Airways,N,VO,TYR,TYROLEAN,63,Y
1327,Aero Tomza,N,,TZA,AERO TOMZA,188,N
1328,Air Zambezi,N,,TZT,ZAMBEZI,300,N
1329,Afra Airlines,N,,UAG,AFRALINE,134,N
1330,Aerostar Airlines,N,,UAR,AEROSTAR,285,N
1331,Air Division of the Eastern Kazakhstan Region,N,,UCK,GALETA,161,N
1332,Aero-Charter Ukraine,N,DW,UCR,CHARTER UKRAINE,285,N
1333,Air LA,N,,UED,AIR L-A,288,N
1334,Air Ukraine,N,6U,UKR,AIR UKRAINE,285,N
1335,Air Umbria,N,,UMB,AIR UMBRIA,156,N
1336,Atuneros Unidos de California,N,,UND,ATUNEROS UNIDOS,188,N
1337,Aeroclub Flaps,N,,FLP,AEROCLUB FLAPS,261,N
1338,Aerolineas Galapagos (Aerogal),N,2K,GLG,AEROGAL,116,Y
1339,Air Castle Corporation / Global Airways,N,,GLB,GLO-AIR,288,N
1340,Alrosa Mirny Air Enterprise,N,6R,DRU,MIRNY,234,Y
1341,Bearing Supplies Limited,N,,PVO,PROVOST,287,N
1342,Balkan Agro Aviation,N,,BAA,BALKAN AGRO,81,N
1343,Bahrain Air BSC (Closed),N,,BAB,AWAL,66,N
1344,BAC Leasing Limited,N,,BAC, ,287,N
1345,BAE Systems,N,,BAE,FELIX,287,N
1346,Belgian Air Force,N,,BAF,BELGIAN AIRFORCE,70,N
1347,Baker Aviation,N,8Q,BAJ,BAKER AVIATION,288,N
1348,Blackhawk Airways,N,,BAK,BLACKHAWK,288,N
1349,Britannia Airways,N,,BAL,BRITANNIA,287,N
1350,Business Air Services,N,,BAM,BUSINESS AIR,88,N
1351,British Antarctic Survey,N,,BAN,PENGUIN,287,N
1352,Bradly Air (Charter) Services,N,,BAR,BRADLEY,88,N
1353,Bissau Airlines,N,,BAU,AIR BISSAU,142,N
1354,Bay Aviation Ltd,N,,BAV,BAY AIR,67,N
1355,British Airways,N,BA,BAW,SPEEDBIRD,287,Y
1356,Best Aero Handling Ltd,N,,BAX,,234,N
1357,Bayon Airlines,N,,BAY,BAYON,86,N
1358,Bannert Air,N,,BBA,BANAIR,63,N
1359,Biman Bangladesh Airlines,N,BG,BBC,BANGLADESH,67,Y
1360,Bluebird Cargo,N,BF,BBD,BLUE CARGO,149,N
1361,Beibars CJSC,N,,BBS,BEIBARS,161,N
1362,Bravo Airlines,N,,BBV,BRAVO EUROPE,261,N
1363,Blue Bird Aviation,N,,BBZ,COBRA,162,N
1364,BACH Flugbetriebsges,N,B4,BCF,BACH,63,N
1365,Blue Islands,N,,BCI,BLUE ISLAND,287,N
1366,British Caribbean Airways,N,,BCL,,287,N
1367,British Charter,N,,BCR,BACKER,287,N
1368,BCT Aviation,N,,BCT,BOBCAT,287,N
1369,Business Aviation Center,N,,BCV,BUSINESS AVIATION,285,N
1370,Blue Dart Aviation,N,BZ,BDA,BLUE DART,150,N
1371,B&H Airlines,N,JA,BON,Air Bosna,76,N
1372,Bissau Discovery Flying Club,N,,BDF,BISSAU DISCOVERY,142,N
1373,Belgian Army,N,,AYB,BELGIAN ARMY,70,N
1374,Badr Airlines,N,,BDR,BADR AIR,263,N
1375,Best Aviation Ltd,N,,BEA,BEST AIR,67,N
1376,Belgorod Aviation Enterprise,N,,BED,BELOGORYE,234,N
1377,Bar Harbor Airlines,N,,AJC,BAR HARBOR,288,N
1378,Balear Express,N,,BEF,BALEAR EXPRESS,261,N
1379,Bel Air Helicopters,N,,BEH,BLUECOPTER,112,N
1380,Berkut Air,N,,BEK,BERKUT,161,N
1381,BETA - Brazilian Express Transportes Aereos,N,,BET,BETA CARGO,78,N
1382,Basler Flight Service,N,,BFC,BASLER,288,N
1383,Bear Flight,N,,BFG,BEARFLIGHT,267,N
1384,Buffalo Airways,N,J4,BFL,BUFFALO,88,N
1385,Bombardier,N,,BFO,BOMBARDIER,88,N
1386,Burkina Airlines,N,,BFR,BURKLINES,82,N
1387,Business Flight Sweden,N,,BFS,BUSINESS FLIGHT,267,N
1388,Bahrain Defence Force,N,,BFW,SUMMAN,66,N
1389,BH Air,N,,BGH,BALKAN HOLIDAYS,81,N
1390,British Gulf International,N,,BGI,BRITISH GULF,238,N
1391,British Gulf International-Fez,N,,BGK,GULF INTER,165,N
1392,Benin Golf Air,N,A8,BGL,BENIN GOLF,72,N
1393,Bugulma Air Enterprise,N,,BGM,BUGAVIA,234,N
1394,Budget Air Bangladesh,N,,BGR,BUDGET AIR,67,N
1395,Bergen Air Transport,N,,BGT,BERGEN AIR,214,N
1396,Buddha Air,N,,BHA,BUDDHA AIR,201,N
1397,Balkh Airlines,N,,BHI,SHARIF,51,N
1398,Bristow Helicopters,N,,BHL,BRISTOW,287,N
1399,Bristow Helicopters Nigeria,N,,BHN,BRISTOW HELICOPTERS,209,N
1400,Bhoja Airlines,N,,BHO,BHOJA,217,N
1401,Belair Airlines,N,4T,BHP,BELAIR,268,Y
1402,Bighorn Airways,N,,BHR,BIGHORN AIR,288,N
1403,Bahamasair,N,UP,BHS,BAHAMAS,65,Y
1404,Bright Air,N,,BHT,BRIGHTAIR,203,N
1405,Bringer Air Cargo Taxi Aereo,N,E6,,,78,N
1406,Balkan Bulgarian Airlines,N,LZ,,,1,Y
1407,BA Connect,N,TH,,,287,N
1408,Bosphorus European Airways,N,,BHY,BOSPHORUS,279,N
1409,Binair,N,,BID,BINAIR,133,N
1410,Big Island Air,N,,BIG,BIG ISLE,288,N
1411,British International Helicopters,N,BS,BIH,BRINTEL,287,Y
1412,Billund Air Center,N,,BIL,BILAIR,112,N
1413,Boise Interagency Fire Center,N,,BIN,BISON-AIR,288,N
1414,Bird Leasing,N,,BIR,BIRD AIR,288,N
1415,Bizjet Ltd,N,,BIZ,BIZZ,287,N
1416,Baja Air,N,,BJA,BAJA AIR,188,N
1417,Baltic Jet Aircompany,N,,BJC,BALTIC JET,169,N
1418,Business Jet Solutions,N,,BJS,SOLUTION,288,N
1419,Bankair,N,B4,BKA,BANKAIR,288,N
1420,BF-Lento OY,N,,BKF,BAKERFLIGHT,126,Y
1421,Barken International,N,,BKJ,BARKEN JET,288,N
1422,Bangkok Airways,N,PG,BKP,BANGKOK AIR,274,Y
1423,Bukovyna,N,,BKV,BUKOVYNA,285,N
1424,Blue Bird Aviation,N,,BLB,BLUEBIRD SUDAN,263,N
1425,Bellesavia,N,,BLC,BELLESAVIA,69,N
1426,Blue Line,N,,BLE,BLUE BERRY,127,N
1427,Blue1,N,KF,BLF,BLUEFIN,126,Y
1428,Belgavia,N,,BLG,BELGAVIA,70,N
1429,Blue Horizon Travel Club,N,,BLH,BLUE HORIZON,288,N
1430,Blue Jet,N,,BLJ,BLUEWAY,261,N
1431,Baltic Airlines,N,,BLL,BALTIC AIRLINES,234,Y
1432,Blue Airways,N,,BLM,BLUE ARMENIA,60,N
1433,Bali International Air Service,N,,BLN,BIAR,151,N
1434,Bearskin Lake Air Service,N,JV,BLS,BEARSKIN,88,Y
1435,Baltic Aviation,N,,BLT,BALTAIR,288,N
1436,Bellview Airlines,N,B3,BLV,BELLVIEW AIRLINES,209,Y
1437,bmi,bmi British Midland,BD,BMA,MIDLAND,287,Y
1438,British Medical Charter,N,,BMD,BRITISH MEDICAL,287,N
1439,Briggs Marine Environmental Services,N,,BME,BRIGGS,287,N
1440,Bristow Masayu Helicopters,N,,BMH,MASAYU,151,N
1441,bmibaby,N,WW,BMI,BABY,287,Y
1442,Bemidji Airlines,N,CH,BMJ,BEMIDJI,288,Y
1443,Bismillah Airlines,N,5Z,BML,BISMILLAH,67,N
1444,Bowman Aviation,N,,BMN,BOWMAN,288,N
1445,British Midland Regional,N,,BMR,,287,Y
1446,BMW,N,,BMW,BMW-FLIGHT,133,N
1447,Banco de Mexico,N,,BMX,BANXICO,188,N
1448,Bond Offshore Helicopters,N,,BND,BOND,287,N
1449,Benina Air,N,,BNE,BENINA AIR,173,N
1450,BN Group Limited,N,,BNG,VECTIS,287,N
1451,Blue Nile Ethiopia Trading,N,,BNL,NILE TRADING,122,N
1452,Bonair Aviation,N,,BNR,BONAIR,88,N
1453,Bancstar - Valley National Corporation,N,,BNS,BANCSTAR,288,N
1454,Bentiu Air Transport,N,,BNT,BENTIU AIR,263,N
1455,Benane Aviation Corporation,N,,BNV,BENANE,186,N
1456,British North West Airlines,N,,BNW,BRITISH NORTH,287,N
1457,Boniair,N,,BOA,KUMANOVO,178,N
1458,Bond Air Services,N,,BOD,UGABOND,284,N
1459,Boeing,N,,BOE,BOEING,288,N
1460,Bordaire,N,,BOF,BORDAIR,88,N
1461,Bookajet Limited,N,,BOO,BOOKAJET,287,N
1462,Bouraq Indonesia Airlines,N,BO,BOU,BOURAQ,151,N
1463,Blue Panorama Airlines,N,BV,BPA,BLUE PANOROMA,156,Y
1464,Berkhut ZK,N,,BPK,VENERA,161,N
1465,Bundepolizei-Fliegertruppe,N,,BPO,PIROL,133,N
1466,Budapest Aircraft Services/Manx2,N,,BPS,BASE,148,Y
1467,Bonus Aviation,N,,BPT,BONUS,287,N
1468,British Petroleum Exploration,N,,BPX,,97,N
1469,BRA-Transportes Aereos,N,7R,BRB,BRA-TRANSPAEREOS,78,N
1470,Brock Air Services,N,,BRD,BROCK AIR,88,N
1471,Breeze Ltd,N,,BRE,AVIABREEZE,285,N
1472,Bering Air,N,8E,BRG,BERING AIR,288,Y
1473,Briansk State Air Enterprise,N,,BRK,BRIANSK-AVIA,234,N
1474,Branson Airlines,N,,BRN,BRANSON,288,N
1475,BASE Regional Airlines,N,,BRO,COASTRIDER,203,N
1476,Brazilian Air Force,N,,BRS,BRAZILIAN AIR FORCE,78,Y
1477,British Regional Airlines,N,,BRT,BRITISH,287,N
1478,Belavia Belarusian Airlines,N,B2,BRU,BELARUS AVIA,69,Y
1479,Bravo Air Congo,N,K6,BRV,BRAVO,111,N
1480,Bright Aviation Services,N,,BRW,BRIGHT SERVICES,81,N
1481,Braniff International Airways,N,BN,BNF,Braniff,288,N
1482,Buffalo Express Airlines,N,,BRX,BUFF EXPRESS,288,N
1483,Burundayavia,N,,BRY,BURAIR,161,N
1484,Bistair - Fez,N,,BSC,BIG SHOT,165,N
1485,Blue Star Airlines,N,,BSD,AIRLINES STAR,188,N
1486,Brasair Transportes Aereos,N,,BSI,BRASAIR,78,N
1487,Blue Swann Aviation,N,,BSJ,BLUE SWANN,287,N
1488,Blue Sky Aviation,N,,BSM,,170,N
1489,Bissau Aero Transporte,N,,BSS,BISSAU AIRSYSTEM,142,N
1490,Best Air,N,,BST,TUNCA,279,N
1491,Blue Sky Airways,N,,BSW,SKY BLUE,107,N
1492,Big Sky Airlines,N,GQ,BSY,BIG SKY,288,N
1493,BAL Bashkirian Airlines,N,V9,BTC,BASHKIRIAN,234,N
1494,Baltijas Helicopters,N,,BTH,BALTIJAS HELICOPTERS,169,N
1495,Baltyka,N,,BTK,BALTYKA,285,N
1496,Baltia Air Lines,N,,BTL,BALTIA FLIGHT,288,N
1497,Botir-Avia,N,,BTR,BOTIR-AVIA,165,N
1498,Business Express,N,,GAA,BIZEX,288,N
1499,BT-Slavuta,N,,BTT,BEETEE-SLAVUTA,285,N
1500,Metro Batavia,N,7P,BTV,BATAVIA,151,Y
1501,Bulgarian Air Charter,N,,BUC,BULGARIAN CHARTER,81,N
1502,Blue Airlines,N,,BUL,BLUE AIRLINES,111,N
1503,Buryat Airlines Aircompany,N,,BUN,BURAL,234,N
1504,Buzz Stansted,N,,BUZ,BUZZ,287,N
1505,Buffalo Airways,N,,BVA,BUFFALO AIR,288,N
1506,Bulgarian Aeronautical Centre,N,,BVC,BULGARIAN WINGS,81,N
1507,Baron Aviation Services,N,,BVN,SHOW-ME,288,N
1508,Berjaya Air,N,J8,BVT,BERJAYA,181,Y
1509,Bellview Airlines,N,,BVU, Sierra Leone,1,N
1510,Blue Wings,N,QW,BWG,BLUE WINGS,133,Y
1511,Blue Wing Airlines,N,,BWI,BLUE TAIL,264,N
1512,BWA (2002) Ltd,N,,BWL,BRITWORLD,287,N
1513,Bahrain Executive Air Services,N,,BXA,BEXAIR,66,N
1514,Bar XH Air,N,,BXH,PALLISER,88,N
1515,Brussels International Airlines,N,,BXI,XENIA,70,N
1516,BAX Global,N,8W,,,1,N
1517,Redding Aero Enterprises,N,,BXR,BOXER,288,N
1518,Berry Aviation,N,,BYA,BERRY,288,N
1519,Bylina Joint-Stock Company,N,,BYL,BYLINA,234,N
1520,Berytos Airlines,N,,BYR,,170,N
1521,Bayu Indonesia Air,N,BM,BYE,BAYU,151,N
1522,Bizair Fluggesellschaft,N,,BZA,BERLIN BEAR,133,N
1523,Brit Air,N,DB,BZH,BRITAIR,127,Y
1524,Butane Buzzard Aviation Corporation,N,,BZZ,BUZZARD,287,N
1525,Business Flight Salzburg,N,,AUJ,AUSTROJET,63,N
1526,BKS Air (Rivaflecha),N,,CKM,COSMOS,261,N
1527,Bristol Flying Centre,N,,CLF,CLIFTON,287,N
1528,Barnes Olsen Aeroleasing,N,,CLN,SEELINE,287,N
1529,Baltimore Air Transport,N,,CPJ,CORPJET,288,N
1530,Boston-Maine Airways,N,E9,CXS,CLIPPER CONNECTION,288,N
1531,Brussels Airlines,SN Brussels Airlines,SN,DAT,BEE-LINE,70,Y
1532,Baltimore Airways,N,,EAH,EASTERN,288,N
1533,Bond Aviation,N,,EBA,BOND AVIATION,156,N
1534,Brazilian Army Aviation,N,,EXB,BRAZILIAN ARMY,78,N
1535,Business Express Delivery,N,,EXP,EXPRESS AIR,88,N
1536,Bel Limited,N,,FOS,,234,N
1537,Bangkok Aviation Center,N,,HAW,THAI HAWK,274,N
1538,Benair,N,,HAX,SCOOP,214,N
1539,Binter Canarias,N,NT,IBB,,261,Y
1540,Bonyad Airlines,N,,IRJ,BONYAD AIR,152,N
1541,Burundaiavia,N,,IVR,RERUN,161,N
1542,Blue Air,N,0B,JOR,BLUE TRANSPORT,233,Y
1543,British Mediterranean Airways,N,KJ,LAJ,BEE MED,287,Y
1544,Belle Air,N,,LBY,ALBAN-BELLE,53,N
1545,Blom Geomatics,N,,LED,SWEEPER,214,N
1546,Benin Littoral Airways,N,,LTL,LITTORAL,72,N
1547,Bombardier Business Jet Solutions,N,,LXJ,FLEXJET,288,N
1548,Bulgaria Air,N,FB,LZB,FLYING BULGARIA,81,Y
1549,Brazilian Navy Aviation,N,,MBR,BRAZILIAN NAVY,78,N
1550,Barents AirLink,N,8N,NKF,NORDFLIGHT,267,Y
1551,Belgian Navy,N,,NYB,BELGIAN NAVY,70,N
1552,Bakoji Airlines Services,N,,OGJ,BAKO AIR,209,N
1553,Benders Air,N,,PEB,PALEMA,267,N
1554,Balmoral Central Contracts,N,,PNT,PORTNET,258,N
1555,BGB Air,N,,POI,BOJBAN,161,N
1556,Butte Aviation,N,,PPS,PIPESTONE,288,N
1557,Bond Air Services,N,,RHD,RED HEAD,287,N
1558,Business Airfreight,N,,RLR,RATTLER,288,N
1559,BAC Express Airlines,N,,RPX,RAPEX,287,N
1560,Boscombe Down DERA (Formation),N,,RRS,BLACKBOX,287,N
1561,Business Jet Sweden,N,,SCJ,SCANJET,267,N
1562,British Airways Shuttle,N,,SHT,SHUTTLE,287,N
1563,British Sky Broadcasting,N,,SKH,SKYNEWS,287,N
1564,Bell Helicopter Textron,N,,TXB,TEXTRON,88,N
1565,Buzzaway Limited,N,,UKA,UKAY,287,N
1566,Biz Jet Charter,N,,VLX,AVOLAR,288,N
1567,Blue Chip Jet,N,,VOL,BLUE SPEED,267,N
1568,BAE Systems,N,,WFD,AVRO,287,N
1569,BAE Systems,N,,WTN,TARNISH,287,N
1570,Baseops International,N,,XBO,,288,N
1571,Bureau Veritas,N,,XDA,,127,N
1572,British Airways,N,,XMS,SANTA,287,N
1573,Boskovic Air Charters Limited,N,,ZBA,BOSKY,162,N
1574,C Air Jet Airlines,N,,SRJ,SYRJET,270,N
1575,C N Air,N,,ORO,CAPRI,261,N
1576,C and M Aviation,N,,TIP,TRANSPAC,288,N
1577,C&M Airways,N,,RWG,RED WING,288,N
1578,C.S.P.,N,,RMU, Societe,17,N
1579,CABI,N,,CBI,CABI,285,N
1580,CAI,N,,CPI,AIRCAI,156,N
1581,CAL Cargo Air Lines,N,5C,ICL,CAL,155,Y
1582,CAM Air Management,N,,CMR,CAMEO,287,N
1583,CATA L,N,,CTZ,CATA,59,N
1584,CCF Manager Airline,N,,CCF,TOMCAT,133,N
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),N,,CED,CEDTA,116,N
1586,CHC Denmark,N,,HBI,HELIBIRD,112,N
1587,CHC Helicopters,N,,HEM,HEMS,62,N
1588,CHC Airways,N,AW,SCH,,203,N
1589,CHC Helikopter Service,N,,HKS,HELIBUS,214,N
1590,CI-Tours,N,,VCI,CI-TOURS,157,N
1591,CKC Services,N,,CKC,,288,N
1592,CM Stair,N,,CMZ,CEE-EM STAIRS,186,N
1593,CNET,N,,CNT,KNET,127,N
1594,COAPA AIR,N,,OAP,COAPA,188,N
1595,COMAV,N,,PDR,SPEEDSTER,199,N
1596,CRI Helicopters Mexico,N,,CRH,HELI-MEX,188,N
1597,CSA Air,N,,IRO,IRON AIR,288,N
1598,CSE Aviation,N,,CSE,OXFORD,287,N
1599,CTK Network Aviation,N,,CTQ,CITYLINK,134,N
1600,Cabair College of Air Training,N,,CBR,CABAIR,287,N
1601,Cabo Verde Express,N,,CVE,KABEX,90,N
1602,Caernarfon Airworld,N,,CWD,AMBASSADOR,287,N
1603,Cairo Air Transport Company,N,,CCE,,117,N
1604,Cal Gulf Aviation,N,,CGC,CAL-GULF,246,N
1605,Cal-West Aviation,N,,REZ,CAL AIR,288,N
1606,California Air Shuttle,N,,CSL,CALIFORNIA SHUTTLE,288,N
1607,Calima Aviacion,N,XG,CLI,CALIMA,261,Y
1608,Calm Air,N,MO,CAV,CALM AIR,88,N
1609,Camai Air,N,R9,CAM,AIR CAMAI,288,N
1610,Cambodia Airlines,N,,KHM,CAMBODIA AIRLINES,86,N
1611,Cameroon Airlines,N,UY,UYC,CAM-AIR,87,N
1612,Campania Helicopteros De Transporte,N,,HSO,HELIASTURIAS,261,N
1613,CanJet,N,C6,CJA,CANJET,88,N
1614,Canada Jet Charters,N,,PIL,PINNACLE,88,N
1615,Canadian Airlines,N,CP,CDN,CANADIAN,88,Y
1616,Canadian Coast Guard,N,,CTG,CANADIAN COAST GUARD,88,N
1617,Canadian Eagle Aviation,N,,HIA,HAIDA,88,N
1618,Canadian Forces,N,,CFC,CANFORCE,88,N
1619,Canadian Global Air Ambulance,N,,BZD,BLIZZARD,88,N
1620,Canadian Helicopters,N,,CDN,CANADIAN,88,N
1621,Canadian Interagency Forest Fire Centre,N,,TKR,TANKER,88,N
1622,Canadian National Telecommunications,N,,XNC,,88,N
1623,Canadian North,N,5T,MPE,EMPRESS,88,Y
1624,Canadian Regional Airlines,N,,CDR,CANADIAN REGIONAL,88,N
1625,Canadian Warplane Heritage Museum,N,,CWH,WARPLANE HERITAGE,88,N
1626,Canadian Western Airlines,N,W2,CWA,CANADIAN WESTERN,88,N
1627,Canair,N,,CWW,CANAIR,95,N
1628,Cancun Air,N,,CUI,CAN-AIR,188,N
1629,Cape Air,N,9K,KAP,CAIR,288,Y
1630,Cape Air Transport,N,,CTO,,62,N
1631,Cape Central Airways,N,,SEM,SEMO,288,N
1632,Cape Smythe Air,N,,CMY,CAPE SMYTHE AIR,288,N
1633,Capital Air Service,N,,CPX,CAPAIR,288,N
1634,Capital Airlines,N,,CPD,CAPITAL DELTA,162,N
1635,Capital Airlines Limited,N,,NCP,CAPITAL SHUTTLE,209,N
1636,Capital Cargo International Airlines,N,PT,CCI,CAPPY,288,N
1637,Capital City Air Carriers,N,,CCQ,CAP CITY,288,N
1638,Capital Trading Aviation,N,,EGL,PRESTIGE,287,N
1639,Capitol Air Express,N,,CEX,CAPITOL EXPRESS,288,N
1640,Capitol Wings Airline,N,,CWZ,CAPWINGS,288,N
1641,Caravan Air,N,,VAN,CAMEL,186,N
1642,Cardiff Wales Flying Club,N,,CWN,CAMBRIAN,287,N
1643,Cardinal/Air Virginia,N,,FVA,AIR VIRGINIA,288,N
1644,Cardolaar,N,,GOL,CARGOLAAR,199,N
1645,Cards Air Services,N,,CDI,CARDS,224,N
1646,Care Flight,N,,CFH,CARE FLIGHT,62,N
1647,Carga Aerea Dominicana,N,,CDM,CARGA AEREA,115,N
1648,Carga Express Internacional,N,,EST,CARGAINTER,188,N
1649,Cargo 360,N,GG,GGC,LONG-HAUL,288,N
1650,Cargo Express,N,,MCX,MAURICARGO,186,N
1651,Cargo Ivoire,N,,CRV,CARGOIV,157,N
1652,Cargo Link (Caribbean),N,,CLM,CARGO LINK,68,N
1653,Cargo Three,N,,CTW,THIRD CARGO,220,N
1654,Cargoitalia,N,2G,CRG,WHITE PELICAN,156,N
1655,Cargojet Airways,N,W8,CJT,CARGOJET,88,N
1656,Cargolux,N,CV,CLX,CARGOLUX,175,N
1657,Cargoman,N,,CGM,HOTEL CHARLIE,216,N
1658,Carib Aviation,N,,DEL,RED TAIL,58,N
1659,Carib Express,N,,BCB,WAVEBIRD,68,N
1660,Caribair,N,,CBC,CARIBAIR,115,N
1661,Caribbean Air Cargo,N,,DCC,CARICARGO,68,N
1662,Caribbean Air Transport,N,,CLT,CARIBBEAN,203,N
1663,Caribbean Airlines,N,BW,BWA,CARIBBEAN AIRLINES,277,Y
1664,Caribbean Airways,N,,IQQ,CARIBJET,68,N
1665,Caribbean Express,N,,TLC,CARIB-X,288,N
1666,Caribbean Star Airlines,N,8B,GFI,CARIB STAR,58,N
1667,Caribintair,N,,CRT,CARIBINTAIR,144,N
1668,Carill Aviation,N,,CVG,CARILL,287,N
1669,Carpatair,N,V3,KRP,CARPATAIR,233,Y
1670,Carranza,N,,CRR,CARRANZA,94,N
1671,Carroll Air Service,N,,ULS,ULSTER,288,N
1672,Casement Aviation,N,,CMT,CASEMENT,288,N
1673,Casino Airline,N,,CSO,CASAIR,288,N
1674,Casper Air Service,N,,CSP,CASPER AIR,288,N
1675,Caspian Airlines,N,RV,CPN,CASPIAN,152,Y
1676,Castle Aviation,N,,CSJ,CASTLE,288,N
1677,Cat Aviation,N,,CAZ,EUROCAT,268,N
1678,Catalina Flying Boats,N,,CBT,CATALINA AIR,288,N
1679,Catex,N,,TEX,CATEX,127,N
1680,Cathay Pacific,N,CX,CPA,CATHAY,147,Y
1681,Caverton Helicopters,N,,CJR,CAVERTON AIR,209,N
1682,Cayman Airways,N,KX,CAY,CAYMAN,91,Y
1683,Cebu Pacific,N,5J,CEB,CEBU AIR,224,Y
1684,Cecil Aviation,N,,CIL,CECIL,287,N
1685,Cega Aviation,N,,CEG,CEGA,287,N
1686,Celtic Airways,N,,CEC,CELTAIR,287,N
1687,Celtic West,N,,CWE,CELTIC,287,N
1688,Centavia,N,7N,CNA,,249,N
1689,Cente D'Essais En Vol,N,,CEV,CENTEV,127,N
1690,Centennial Airlines,N,,CNL,WYO-AIR,288,N
1691,Centennial Flight Centre,N,,CNS,CENTENNIAL,88,N
1692,Center Vol,N,,CVO,CENTERVOL,261,N
1693,Center-South,N,,CTS,CENTER-SOUTH,234,N
1694,Centrafrican Airlines,N,,CET,CENTRAFRICAIN,92,N
1695,Central Air Express,N,,CAX,CENTRAL EXPRESS,110,N
1696,Central Airlines,N,,CTL,CENTRAL COMMUTER,288,N
1697,Central Airways,N,,CNY,CENTRAL LEONE,251,N
1698,Central American Airlines,N,,ACN,AEROCENTRO,207,N
1699,Central Aviation,N,,YOG,YOGAN AIR,288,N
1700,Central Connect Airlines,N,,CCG,,107,Y
1701,Central De Discos De Reynosa,N,,DRN,DISCOS REYNOSA,188,N
1702,Central European Airlines,N,,CMA,EUROCENTRAL,107,N
1703,Central Flying Service,N,,CHA,CHARTER CENTRAL,288,N
1704,Central Mongolia Airways,N,,CEM,CENTRAL MONGOLIA,192,N
1705,Central Mountain Air,N,,GLR,GLACIER,88,N
1706,Central Queensland Aviation College,N,,CQC,,62,N
1707,Central Skyport,N,,CSI,SKYPORT,288,N
1708,Centralwings,N,C0,CLW,CENTRALWINGS,225,Y
1709,Centre Airlines,N,,DTV,DUTCH VALLEY,288,N
1710,Centre of Applied Geodynamica,N,,CGS,GEO CENTRE,234,N
1711,Centre-Avia,N,J7,CVC,AVIACENTRE,234,N
1712,Centro De Helicopteros Corporativos,N,,CCV,HELICORPORATIVO,188,N
1713,Centro de Formacion Aeronautica de Canarias,N,,ACF,FORCAN,261,N
1714,Centurion Air Cargo,N,WE,CWC,CHALLENGE CARGO,288,N
1715,Century Aviation,N,,URY,CENTURY AVIA,188,N
1716,Century Aviation International,N,,HAI,,88,N
1717,Certified Air Dispatch,N,,XAD,,288,N
1718,Cetraca Aviation Service,N,,CER,CETRACA,111,N
1719,Chabahar Airlines,N,,IRU,CHABAHAR,152,N
1720,Chalair Aviation,N,,CLG,CHALLAIR,127,N
1721,Chalk's Ocean Airways,N,OP,CHK,CHALKS,288,N
1722,Challenge Air Transport,N,,CLS,AIRISTO,133,N
1723,Challenge Aviation,N,,CHS,CHALLENGE AVIATION,62,N
1724,Challenge International Airlines,N,,OFF,CHALLENGE AIR,288,N
1725,AC Challenge Aero,N,,CHG,SKY CHALLENGER,285,N
1726,Champagne Airlines,N,,CPH,CHAMPAGNE,127,N
1727,Champion Air,N,MG,CCP,CHAMPION AIR,288,N
1728,Chanchangi Airlines,N,,NCH,CHANCHANGI,209,N
1729,Changan Airlines,N,2Z,CGN,CHANGAN,95,N
1730,Channel Island Aviation,N,,CHN,CHANNEL,288,N
1731,Chantilly Air,N,,WML,MARLIN,288,N
1732,Chaparral Airlines,N,,CPL,CHAPARRAL,288,N
1733,Chari Aviation Services,N,S8,CSU,CHARI SERVICE,93,N
1734,Charlan Air Charter,N,,CAH,CHARLAN,258,N
1735,Charlie Hammonds Flying Service,N,,HMD,HAMMOND,288,N
1736,Charlotte Air National Guard,N,,CGD,,288,N
1737,Charter Air,N,,CHW,CHARTER WIEN,63,Y
1738,Chartright Air,N,,HRT,CHARTRIGHT,88,N
1739,Chautauqua Airlines,N,RP,CHQ,CHAUTAUQUA,288,Y
1740,Cheboksary Airenterprise JSC,N,,CBB,CHEBAIR,234,N
1741,Chemech Aviation,N,,CHM,,217,N
1742,Cherline,N,,CHZ,CHERL,234,N
1743,Chernomor-Avia,N,,CMK,CHERAVIA,234,N
1744,Cherokee Express,N,,CBM,BLUE MAX,288,N
1745,Cherry Air,N,,CCY,CHERRY,288,N
1746,Chesapeake Air Service,N,,CAB,CHESAPEAKE AIR,288,N
1747,Chevron U.S.A,N,,CVR,CHEVRON,288,N
1748,Cheyenne Airways,N,,CYA,CHEYENNE AIR,288,N
1749,Chicago Air,N,,CGO,WILD ONION,288,N
1750,Chicago Express,N,C8,WDY,WINDY CITY,288,N
1751,Chief Rat Flight Services,N,,RAT,RIVERRAT,258,N
1752,Chilchota Taxi Aereo,N,,CCH,CHILCHOTA,188,N
