airline_id,name,alias,iata,icao,callsign,country_id,active
1,Private flight,N,-,N/A,,1,Y
2,135 Airways,N,,GNL,GENERAL,288,N
3,1Time Airline,N,1T,RNX,NEXTIME,258,Y
4,2 Sqn No 1 Elementary Flying Training School,N,,WYT,,287,N
5,213 Flight Unit,N,,TFU,,234,N
6,223 Flight Unit State Airline,N,,CHD,CHKALOVSK-AVIA,234,N
7,224th Flight Unit,N,,TTF,CARGO UNIT,234,N
8,247 Jet Ltd,N,,TWF,CLOUD RUNNER,287,N
9,3D Aviation,N,,SEC,SECUREX,288,N
10,40-Mile Air,N,Q5,MLA,MILE-AIR,288,Y
11,4D Air,N,,QRT,QUARTET,274,N
12,611897 Alberta Limited,N,,THD,DONUT,88,N
13,Ansett Australia,N,AN,AAA,ANSETT,62,Y
14,Abacus International,N,1B,,,252,Y
15,Abelag Aviation,N,W9,AAB,ABG,70,N
16,Army Air Corps,N,,AAC,ARMYAIR,287,N
17,Aero Aviation Centre Ltd.,N,,AAD,SUNRISE,88,N
18,Aero Servicios Ejecutivos Internacionales,N,,SII,ASEISA,188,N
19,Aero Biniza,N,,BZS,BINIZA,188,N
20,Aero Albatros,N,,ABM,ALBATROS ESPANA,261,N
21,Aigle Azur,N,ZI,AAF,AIGLE AZUR,127,Y
22,Aloha Airlines,N,AQ,AAH,ALOHA,288,Y
23,Alaska Island Air,N,,AAK,ALASKA ISLAND,288,N
24,American Airlines,N,AA,AAL,AMERICAN,288,Y
25,Aviation Management Corporation,N,,AAM,AM CORP,288,N
26,Atlantis Airlines (USA),N,,AAO,ATLANTIS AIR,288,N
27,Aerovista Airlines,N,,AAP,AEROVISTA GROUP,286,N
28,Asiana Airlines,N,OZ,AAR,ASIANA,230,Y
29,Askari Aviation,N,4K,AAS,AL-AAS,217,Y
30,Australia Asia Airlines,N,,AAU,AUSTASIA,62,N
31,Astro Air International,N,,AAV,ASTRO-PHIL,288,N
32,Afriqiyah Airways,N,8U,AAW,AFRIQIYAH,173,Y
33,Afrinat International Airlines,N,Q9,AFU,,131,N
34,Afric'air Express,N,,AAX,AFREX,157,N
35,Allegiant Air,N,G4,AAY,ALLEGIANT,288,Y
36,Angus Aviation,N,,AAZ,ANGUS,88,N
37,Artem-Avia,N,,ABA,ARTEM-AVIA,285,N
38,African Business and Transportations,N,,ABB,AFRICAN BUSINESS-,111,N
39,Aban Air,N,K5,ABE,ABAN,152,n
40,Aerial Oy,N,,ABF,SKYWINGS,126,N
41,Abakan-Avia,N,,ABG,ABAKAN-AVIA,234,N
42,ABSA - Aerolinhas Brasileiras,N,M3,TUS,ABSA Cargo,78,Y
43,Abaet,N,,ABJ,Abaet,78,N
44,Alberta Citylink,N,,ABK,ALBERTA CITYLINK,88,N
45,APSA Colombia,N,,ABO,AEROEXPRESO,97,N
46,Aerovias Bueno,N,,ABU,AEROBUENO,97,N
47,Aerocenter,N,,ACR, Escuela de Formacion de Pioltos Privados de Avion,6,N
48,Antrak Air,N,04,ABV,ANTRAK,134,N
49,Airborne Express,N,GB,ABX,ABEX,288,N
50,ABX Air,N,GB,ABX,ABEX,288,N
51,ATA Brasil,N,,ABZ,ATA-BRAZIL,78,N
52,Avcard Services,N,,ACC,,287,N
53,Academy Airlines,N,,ACD,ACADEMY,288,N
54,Aero Comondu,N,,ACO,AERO COMONDU,188,N
55,Astral Aviation,N,8V,ACP,ASTRAL CARGO,162,Y
56,Air Cess,N,,ACS,,172,N
57,Air Aurora,N,,AAI,BOREALIS,288,N
58,Air Cargo Transportation System,N,,ACU,AFRISPIRIT,162,N
59,Air Charter Service,N,,ACV,,287,N
60,Aero Asia International,N,E4,RSO,AERO ASIA,217,N
61,Air Charters,N,,ACX,PARAIR,88,N
62,Air Togo,N,YT,TGA,AIR TOGO,275,N
63,Air Somalia,N,,RSM,AIR SOMALIA,256,N
64,Atlas Cargo Lines,N,,ACY,ATLAS CARGOLINES,195,N
65,Airservices Australia,N,,ADA,AUSCAL,62,N
66,Advance Leasing Company,N,4G,,,288,N
67,Aztec Worldwide Airlines,N,7A,,,288,N
68,Air Tindi,N,8T,,,89,Y
69,Antonov Airlines,N,,ADB,ANTONOV BUREAU,285,N
70,Air Atlantic Dominicana,N,,ADC,ATLAN-DOMINICAN,115,N
71,Advanced Air Co.,N,,ADD,,159,N
72,Ada Air,N,ZY,ADE,ADA AIR,53,Y
73,Aerea Flying Training Organization,N,,ADG,AEREA TRAINING,261,N
74,Audeli Air,N,,ADI,AUDELI,261,N
75,Abicar,N,,ADJ,ABICAR,157,N
76,ADC Airlines,N,Z7,ADK,ADCO,209,N
77,Aero Dynamics,N,,ADL,COTSWOLD,287,N
78,Aerolineas Dominicanas,N,,ADM,DOMINAIR,115,N
79,Aerodienst GmbH,N,,ADN,AERODIENST,133,N
80,Aerodiplomatic,N,,ADP,AERODIPLOMATIC,188,N
81,Aerodyne,N,,ADY,AERODYNE,288,N
82,Avion Taxi,N,,ADQ,AIR DATA,88,N
83,Adria Airways,N,JP,ADR,ADRIA,254,Y
84,Aviones de Sonora,N,,ADS,SONORAV,188,N
85,Air Dorval,N,,ADT,AIR DORVAL,88,N
86,Airdeal Oy,N,,ADU,AIRDEAL,126,N
87,Advance Air Charters,N,,ADV,ADVANCE,88,N
88,Air Andaman,N,,ADW,AIR ANDAMAN,274,N
89,Anderson Aviation,N,,ADX,ANDAX,288,N
90,Air Europa,N,UX,AEA,EUROPA,261,Y
91,Air Southwest Ltd.,N,,ASW,AIRSOUTHWEST,88,N
92,Air Special,N,,ASX,AIRSPEC,107,N
93,Aero Benin,N,EM,AEB,AEROBEN,72,Y
94,Aerocesar,N,,AEC, Aerovias Del Cesar,7,N
95,Aerotrans Airlines,N,,AED,,234,N
96,Aegean Airlines,N,A3,AEE,AEGEAN,136,Y
97,Aerofumigaciones Sam,N,,AEG,FUMIGACIONES SAM,94,N
98,Aeroexpreso Interamericano,N,,AEI,INTERAM,97,N
99,Air Express,N,,AEJ,KHAKI EXPRESS,273,N
100,Aerocon,N,,AEK,AEROCON,75,N
101,Aero Madrid,N,,AEM,AEROMADRID,261,N
102,Aeroenlaces Nacionales,N,,AEN,,188,N
103,Aeroservicios Ejecutivos Del Occidente,N,,AEO,AERO OCCIDENTE,188,N
104,Aerotec,N,,AEP,AEROTEC,261,N
105,Air Atlantique,N,KI,AAG,ATLANTIC,287,N
106,Air Europe,N,PE,AEL,AIR EUROPE,156,Y
107,Air Alma,N,,AAJ,AIR ALMA,88,N
108,Air Express,N,,AEQ,LUNA,267,N
109,Alaska Central Express,N,KO,AER,ACE AIR,288,Y
110,ACES Colombia,N,,AES,ACES,97,Y
111,Aeronautical Radio of Thailand,N,,AET,AEROTHAI,274,N
112,Astraeus,N,5W,AEU,FLYSTAR,287,Y
113,Aeroventas,N,,AEV,AEROVENTAS,188,N
114,Aerosvit Airlines,N,VV,AEW,AEROSVIT,285,Y
115,Airway Express,N,,AEX,AVCO,288,N
116,Air Italy,N,I9,AEY,AIR ITALY,156,Y
117,Aerial Transit Company,N,,AEZ,AERIAL TRANZ,288,N
118,Alfa Air,N,,AFA,BLUE ALFA,107,N
119,American Falcon,N,WK,AFB,AMERICAN FALCON,59,N
120,Alliance Airlines,N,QQ,UTY,UNITY,62,Y
121,Air Universal,N,,UVS,UNI-LEONE,251,N
122,Auvia Air,N,,UVT,AUVIA,151,N
123,African West Air,N,,AFC,AFRICAN WEST,248,N
124,Airfast Indonesia,N,,AFE,AIRFAST,151,N
125,Ariana Afghan Airlines,N,FG,AFG,ARIANA,51,Y
126,Air Fecteau,N,,AFH,FECTO,88,N
127,Africaone,N,,AFI,AFRICAWORLD,284,N
128,Alliance,N,,AFJ,JAMBO,284,N
129,Africa Air Links,N,,AFK,AFRICA LINKS,251,N
130,Aeroflot Russian Airlines,N,SU,AFL,AEROFLOT,234,Y
131,Aero Empresa Mexicana,N,,AFO,AERO EMPRESA,188,N
132,Air Bosna,N,JA,BON,AIR BOSNA,76,Y
133,Air Bravo,N,,BRF,AIR BRAVO,284,N
134,Air Brasd'or,N,,BRL,BRASD'OR,88,N
135,Air 500,N,,BRM,BOOMERANG,88,N
136,Alba Servizi Aerotrasporti,N,,AFQ,ALBA,156,N
137,Air France,N,AF,AFR,AIRFRANS,127,Y
138,Air Partner,N,,ACG,AIR PARTNER,287,N
139,Air Caledonie International,N,SB,ACI,AIRCALIN,127,Y
140,Air Caledonia,N,,ACM,WEST CAL,88,N
141,Air Guam,N,,AGM,AIR GUAM,288,N
142,Air Gabon,N,GN,AGN,GOLF NOVEMBER,130,N
143,Air Data,N,,AFS,,287,N
144,Air Afrique Vacancies,N,,AFV,AFRIQUE VACANCE,157,N
145,Air Cargo America,N,,MVM,PEGASUS,288,N
146,Air Salone,N,2O,,,251,Y
147,Air-Angol,N,,NGO,AIR ANGOL,56,N
148,Air Nigeria,N,,NGP,REGAL EAGLE,209,N
149,Air Cargo Carriers,N,2Q,SNC,NIGHT CARGO,288,Y
150,Air Samarkand,N,,SND,ARSAM,290,N
151,Air Senegal International,N,V7,SNG,AIR SENEGAL,248,N
152,Air Sandy,N,,SNY,AIR SANDY,88,N
153,Air Namibia,N,SW,NMB,NAMIBIA,199,Y
154,Air Intersalonika,N,,NSK,INTERSALONIKA,136,N
155,Air Anatolia,N,,NTL,AIR ANATOLIA,279,N
156,Air Saigon,N,,SGA,AIR SAIGON,294,N
157,Afrique Regional Airways,N,,AFW,AFRAIR,157,N
158,Airfreight Express,N,,AFX, ,287,N
159,Africa Chartered Services,N,,AFY,AFRICA CHARTERED,209,N
160,Africa Freight Services,N,,AFZ,AFREIGHT,299,N
161,Aeronaves Del Centro,N,,AGA,,293,N
162,Air Service Gabon,N,G8,AGB,,130,N
163,Arab Agricultural Aviation Company,N,,AGC,AGRICO,117,N
164,Atlantic Gulf Airlines,N,,AGF,ATLANTIC GULF,288,N
165,Aerolitoral,N,5D,SLI,COSTERA,188,Y
166,Algoma Airways,N,,AGG,ALGOMA,88,N
167,Altagna,N,,AGH,ALTAGNA,127,N
168,Angola Air Charter,N,,AGO,ANGOLA CHARTER,56,N
169,Angola Air Charter,N,,AGO,ANGOLA CHARTER,56,N
170,AERFI Group,N,,AGP,AIR TARA,154,N
171,Aerogala,N,,AGQ,GALASERVICE,94,N
172,Amadeus Global Travel Distribution,N,1A,AGT,AMADEUS,261,N
173,Angara Airlines,N,,AGU,SARMA,234,N
174,Air Glaciers,N,7T,AGV,AIR GLACIERS,268,Y
175,Aero Gambia,N,,AGW,AERO GAMBIA,131,N
176,Aviogenex,N,,AGX,GENEX,249,Y
177,Atlantic Coast Airlines,N,,BLR,BLUE RIDGE,288,N
178,Aero Barloz,N,,BLZ,AEROLOZ,188,N
179,Aeroper,N,PL,PLI,Aeroperu,223,Y
180,Atlas Blue,N,8A,BMM,ATLAS BLUE,195,Y
181,Aero Banobras,N,,BNB,AEROBANOBRAS,188,N
182,Aero Flight Service,N,,AGY,FLIGHT GROUP,288,N
183,Agrolet-Mci,N,,AGZ,AGROLET,253,N
184,Air Alpha Greenland,N,GD,AHA,AIR ALPHA,112,N
185,Azal Avia Cargo,N,,AHC,AZALAVIACARGO,64,N
186,Airport Helicopter Basel,N,,AHE, Muller & Co.,23,N
187,Aeroservices Corporate,N,,CJE,BIRD JET,127,N
188,Aspen Helicopters,N,,AHF,ASPEN,288,N
189,Aerochago Airlines,N,,AHG,AEROCHAGO,115,N
190,Airplanes Holdings,N,,AHH,AIRHOLD,154,N
191,Air Hong Kong,N,LD,AHK,AIR HONG KONG,146,N
192,Aerochiapas,N,,AHP,AEROCHIAPAS,188,N
193,Air Adriatic,N,,AHR,ADRIATIC,104,N
194,Air Viggi San Raffaele,N,,AHS,AIRSAR,156,N
195,ABC Air Hungary,N,,AHU,ABC HUNGARY,148,N
196,Aeromist-Kharkiv,N,HT,AHW,AEROMIST,285,N
197,Azerbaijan Airlines,N,J2,AHY,AZAL,64,Y
198,Avies,N,U3,AIA,AVIES,121,Y
199,Airbus Industrie,N,AP,AIB,AIRBUS INDUSTRIE,127,N
200,Alpine Air Chile,N,,AIH,ALPINE CHILE,94,N
201,Air Integra,N,,AII,INTEGRA,88,N
202,ABC Aerolineas,N,,AIJ,ABC AEROLINEAS,188,N
203,African Airlines International Limited,N,,AIK,AFRICAN AIRLINES,162,N
204,African International Airways,N,,AIN,FLY CARGO,266,N
205,Alpine Air Express,N,5A,AIP,ALPINE AIR,288,N
206,Alicante Internacional Airlines,N,,AIU,ALIA,261,N
207,Aba Air,N,,ABP,BAIR,107,N
208,Airblue,N,ED,ABQ,PAKBLUE,217,Y
209,Airmark Aviation,N,,THM,THAI AIRMARK,274,N
210,Airlift International,N,,AIR,AIRLIFT,288,Y
211,Airest,N,,AIT, ,121,N
212,Air Baffin,N,,BFF,AIR BAFFIN,88,N
213,Air Bandama,N,,BDM,BANDAMA,157,N
214,Air Berlin,N,AB,BER,AIR BERLIN,133,Y
215,Air Brousse,N,,ABT,AIR BROUSSE,88,N
216,Air Contractors,N,AG,ABR,CONTRACT,154,N
217,Air Illinois,N,,AIL,AIR ILLINOIS,288,N
218,Air India Limited,N,AI,AIC,AIRINDIA,150,Y
219,Air Inter Gabon,N,,AIG, ,130,N
220,Air Bourbon,N,ZB,BUB,BOURBON,232,Y
221,Air Atlanta Icelandic,N,CC,ABD,ATLANTA,149,Y
222,Air Inuit,N,,AIE,AIR INUIT,88,N
223,Air Sureste,N,,AIS,SURESTE,261,N
224,Air Srpska,N,RB,SBK,Air Srpska,76,N
225,Air Tahiti Nui,N,TN,THT,TAHITI AIRLINES,127,Y
226,Airvias S/A Linhas Aereas,N,,AIV,AIRVIAS,78,N
227,Aero Services Executive,N,W4,BES,BIRD EXPRESS,127,N
228,Atlantic Island Airways,N,,AIW,TARTAN,88,N
229,Aircruising Australia,N,,AIX,CRUISER,62,N
230,Aircrew Check and Training Australia,N,,AIY,AIRCREW,62,N
231,Arkia Israel Airlines,N,IZ,AIZ,ARKIA,155,Y
232,A J Services,N,,AJA,AYJAY SERVICES,287,N
233,Aero JBR,N,,AJB,AERO JBR,188,N
234,Aero Jet Express,N,,AJE,JET EXPRESS,188,N
235,Avia Consult Flugbetriebs,N,,AJF,AVIACONSULT,63,N
236,Ameristar Jet Charter,N,,AJI,AMERISTAR,288,N
237,A2 Jet Leasing,N,,AJJ,ATLANTIC JET,288,N
238,Allied Air,N,,AJK,BAMBI,209,N
239,Air Jamaica,N,JM,AJM,JAMAICA,158,Y
240,Air One,N,AP,ADH,HERON,156,Y
241,Air Sahara,N,S2,RSH,SAHARA,150,Y
242,Air Malta,N,KM,AMC,AIR MALTA,184,Y
243,Aeroejecutivo,N,,AJO,AEROEXO,188,N
244,Aero Jets Corporativos,N,,AJP,AEROJETS,188,N
245,Aeroejecutivos Colombia,N,,AJS,AEROEJECUTIVOS,97,N
246,Amerijet International,N,M6,AJT,AMERIJET,288,N
247,Air Jetsul,N,,AJU,AIRJETSUL,226,N
248,ANA & JP Express,N,,AJV,AYJAY CARGO,159,N
249,Alpha Jet International,N,,AJW,ALPHAJET,288,N
250,Air Japan,N,NQ,AJX,AIR JAPAN,159,Y
251,Ajet,N,,AJY,AYJET,106,N
252,Air Korea Co. Ltd.,N,,AKA,,230,Y
253,Air Livonia,N,,LIV,LIVONIA,121,N
254,Air BC,N,,ABL,AIRCOACH,88,N
255,Air Fret Senegal,N,,ABN, ,248,N
256,Air Jamahiriya Company,N,,LJA,AIR JAMAHIRIYA,173,N
257,Aktjubavia,N,,AKB,KARAB,161,N
258,Arca Aerovias Colombianas Ltda.,N,,AKC,ARCA,97,N
259,Anikay Air Company,N,,AKF,ANIKAY,165,N
260,Akhal,N,,AKH,AKHAL,280,N
261,Aeromilenio,N,,MNI,AEROMIL,188,N
262,Aklak Air,N,,AKK,AKLAK,88,N
263,Air Kiribati,N,4A,AKL,,163,Y
264,Alkan Air,N,,AKN,ALKAN AIR,88,N
265,Angkor Airways,N,,AKW,ANGKORWAYS,86,N
266,Air Nippon Network Co. Ltd.,N,EH,AKX,ALFA WING,159,N
267,AK Navigator LLC,N,,AKZ,ABSOLUTE,161,N
268,Aero Albatros,N,,ALB,ALBATROS,188,N
269,Albion Aviation,N,,ALD,ALBION,287,N
270,Aeroalas Colombia,N,,ALE,AEROALAS,97,N
271,Allied Command Europe (Mobile Force),N,,ALF,ACEFORCE,70,N
272,Aerotaxis Albatros,N,,BTS,AEROLINEAS ALBATROS,188,N
273,American Flyers,N,,FYS,AMERICAN FLYERS,288,N
274,Aero Coach Aviation,N,,DFA,AERO COACH,288,N
275,Atlantic Southeast Airlines,N,,CAA,Chandler,288,N
276,ACM Air Charter,N,,BVR,BAVARIAN,133,N
277,Air Logistics,N,,ALG,AIRLOG,288,N
278,Aerovallarta,N,,ALL,VALLARTA,188,N
279,Air ALM,N,,ALM,ANTILLEAN,204,N
280,Air Lincoln,N,,ALN,CHICAGO LINCOLN,288,N
281,America West Airlines,N,HP,AWE,CACTUS,288,Y
282,Air Wisconsin,N,ZW,AWI,AIR WISCONSIN,288,Y
283,Aerotransporte de Carga Union,N,,TNO,AEROUNION,188,N
284,Aero Taxis Cessna,N,,TND,TAXIS CESSNA,188,N
285,Arizona Express Airlines,N,,TMP,TEMPE,288,N
286,Tatarstan Airlines,N,U9,TAK,TATARSTAN,234,Y
287,Allegheny Commuter Airlines,N,,ALO,ALLEGHENY,288,Y
288,Alpliner AG,N,,ALP,ALPINER,268,N
289,Altair Aviation (1986),N,,ALQ,ALTAIR,88,N
290,Air Luxor STP,N,,ALU,LUXORJET,246,N
291,Alas de Venezuela,N,,ALV,ALVEN,293,N
292,Alas Nacionales,N,,ALW, S.A.,31,N
293,Alyeska Air Service,N,,ALY,ALYESKA,288,N
294,Alta Flights (Charters) Ltd.,N,,ALZ, ,88,N
295,Air Sunshine,N,,RSI,AIR SUNSHINE,288,Y
296,ATMA,N,,AMA,ADIK,161,N
297,Aerolineas Medellin,N,,AMD,AEROLINEAS MEDELLIN,97,N
298,Ameriflight,N,,AMF,AMFLIGHT,288,N
299,Air Libert,N,VD,,,127,Y
300,Air Lithuania,N,TT,KLA,KAUNAS,174,N
301,Air Minas Linhas A,N,,AMG,AIR MINAS,78,N
302,Alan Mann Helicopters Ltd.,N,,AMH,MANN,287,N
303,Air Maldives,N,,AMI,AIR MALDIVES,182,N
304,Aviation Amos,N,,AMJ,AVIATION AMOS,88,N
305,Amerer Air,N,,AMK,AMER AIR,63,N
306,Air Malawi,N,QM,AML,MALAWI,180,Y
307,Aeroputul International Marculesti,N,,AMM,AEROM,190,N
308,Air Montenegro,N,,AMN,MONTENEGRO,193,N
309,Air Montreal (Air Holdings Inc.),N,,AMO,AIR MONTREAL,88,N
310,Aero Transporte S.A. (ATSA),N,,AMP,ATSA,223,N
311,Aeromedicare Ltd.,N,,AMQ,LIFELINE,287,N
312,Air Sicilia,N,BM,,,156,Y
313,Air Specialties Corporation,N,,AMR,AIR AM,288,N
314,Air Muskoka,N,,AMS,AIR MUSKOKA,88,N
315,ATA Airlines,N,,AMT,AMTRAN,288,Y
316,Air Macau,N,NX,AMU,AIR MACAO,176,Y
317,AMC Airlines,N,,AMV,,117,Y
318,Air Midwest,N,ZV,AMW,AIR MIDWEST,288,N
319,Air Seychelles,N,HM,SEY,SEYCHELLES,250,Y
320,Air Sofia,N,,SFB,AIR SOFIA,81,N
321,AeroMéxico,N,AM,AMX,AEROMEXICO,188,Y
322,Air Ambar,N,,AMY,AIR AMBAR,115,N
323,Amiya Airline,N,,AMZ,AMIYA AIR,209,N
324,All Nippon Airways,ANA All Nippon Airways,NH,ANA,ALL NIPPON,159,Y
325,Air Navigation And Trading Co. Ltd.,N,,ANB,AIR NAV,287,N
326,Anglo Cargo,N,,ANC,ANGLO,287,N
327,Air Nostrum,N,YW,ANE,AIR NOSTRUM,261,Y
328,Air Niugini,N,PX,ANG,NUIGINI,221,Y
329,Air Arabia,N,G9,ABY,ARABIA,286,Y
330,Air Canada,N,AC,ACA,AIR CANADA,88,Y
331,Airport Bratsk,N,,BRP,AEROBRA,234,N
332,Air Wings,N,,BSB,ARBAS,190,N
333,Air Baltic,N,BT,BTI,AIRBALTIC,169,Y
334,Alajnihah for Air Transport,N,,ANH,ALAJNIHAH,173,N
335,Air Atlantic (Nig) Limited,N,,ANI,NIGALANTIC,209,N
336,Air Nippon,N,EL,ANK,ANK AIR,159,Y
337,Antares Airtransport,N,,ANM, Maintenance & Service GmbH,32,N
338,Airnorth,N,TL,ANO,TOPEND,62,Y
339,Aerol,N,,ANQ,ANTIOQUIA,97,N
340,Andes Lineas Aereas,N,,ANS,AEROANDES,59,N
341,Air North Charter - Canada,N,4N,ANT,AIR NORTH,88,Y
342,Air Nevada,N,,ANV,AIR NEVADA,288,N
343,AOM French Airlines,N,IW,AOM,French Lines,127,N
344,Aviacion Del Noroeste,N,,ANW, S.A. de C.V.,48,N
345,Air New Zealand,N,NZ,ANZ,NEW ZEALAND,206,Y
346,Avia Jaynar,N,,SAP,TOBOL,161,N
347,Aero Servicios Empresariales,N,,EMS,SERVIEMPRESARIAL,188,N
348,Alcon Servicios Aereos,N,,AOA, S.A. de C.V.,28,N
349,AVCOM,N,J6,AOC,AERO AVCOM,234,N
350,Aero Vodochody,N,,AOD,AERO CZECH,107,N
351,Air One Executive,N,,AOE, ,156,N
352,Atair Pty Ltd.,N,,AOF,ATAIR,258,N
353,Aero VIP,N,2D,AOG,AVIP,59,N
354,Aeromundo Ejecutivo,N,,MUN,AEROMUNDO,188,N
355,Aerolinea Muri,N,,MUR,MURI,188,N
356,Astoria,N,,AOI, Inc.,38,N
357,Aero Rent JSC,N,,NRO,AEROMASTER,234,N
358,Aeronord-Grup,N,,NRP,AERONORD,190,N
359,Aeroatlantico Colombia,N,,AOK,,97,N
360,Angkor Airlines,N,,AOL,ANGKOR AIR,86,N
361,Aero Entreprise,N,,AON,AERO ENTERPRISE,127,N
362,As,N,,AOO, Opened Joint Stock Company,85,N
363,Aeropiloto,N,,AOP,AEROPILOTO,226,N
364,Aeroenlaces Nacionales,N,,VIV,AEROENLACES,188,N
365,Aerovis Airlines,N,,VIZ,AEROVIZ,285,N
366,Avjet International (FZE),N,,VJE,,286,N
367,Aerovista Gulf Express,N,,VGF,VISTA GULF,286,N
368,Air Vegas,N,6V,VGA,AIR VEGAS,288,N
369,Almaver,N,,VER,ALMAVER,188,N
370,Afro International Ent. Limited,N,,AOR,INTER-AFRO,209,N
371,Alitalia Express,N,XM,SMX,ALIEXPRESS,156,Y
372,Asia Overnight Express,N,OE,AOT,ASIA OVERNIGHT,224,N
373,Air Tractor,N,,AOU,AIR TRACTOR,104,N
374,Aero Vision,N,,AOV,AEROVISION,127,N
375,Aerotaxi Del Valle,N,,AOX,AEROVALLE,97,N
376,Air Park Aviation Ltd.,N,,APA,CAN-AM,88,N
377,Airpac Airlines,N,,APC, Inc.,22,N
378,Aeroservicios Monterrey,N,,SVM,SERVIMONTE,188,N
379,Amapola Flyg AB,N,,APF,AMAPOLA,267,N
380,Air People International,N,,APG,AIR PEOPLE,274,N
381,Alpha Aviation,N,,APH, Inc.,19,N
382,ASA Pesada,N,,API, Lda.,37,N
383,Air Print,N,,APJ, S.A.,16,N
384,Atlantic Airlines,N,,BJK,BLACKJACK,288,N
385,Aerotransporte Petrolero,N,,PET,AEROPETRO,97,N
386,Aero Flight,N,GV,ARF,Aero Fox,133,Y
387,ACM Aviation,N,,BJT,BAY JET,288,N
388,Aircompany Barcol,N,,BKL,BARCOL,234,N
389,All Charter Limited,N,,BLA,ALL CHARTER,287,N
390,Appalachian Flying Service,N,,APL, Inc.,33,N
391,Airpac,N,,APM, Inc.,27,N
392,Aeropro,N,,APO,AEROPRO,88,N
393,Aerolineas Pacifico Atlantico,N,,APP, S.A. (Apair),8,N
394,Aspen Aviation,N,,APQ,ASPEN BASE,288,N
395,Aeropuma,N,,APU, S.A.,9,N
396,Air Plan International,N,,APV,AIR PLAN,111,N
397,Arrow Air,N,JW,APW,BIG A,288,Y
398,Apex Air Cargo,N,,APX,PARCEL EXPRESS,288,N
399,APA Internacional,N,,APY,APA INTERNACIONAL,115,N
400,Aeroatlas,N,,AQA, S.A.,40,N
401,Aquila Air Ltd.,N,,AQL,AQUILA,88,N
402,Air Queensland,N,,AQN,BUSHAIR,62,N
403,Aluminum Company Of America,N,,AQO,ALCOA SHUTTLE,288,N
404,Aviones de Renta de Quintana Roo,N,,AQT, S.A. de C.V.,49,N
405,AirQuarius Aviation,N,,AQU,QUARIUS,258,N
406,Aerodyne Charter Company,N,,AQZ,QUANZA,288,N
407,Arik Air,N,W3,ARA,ARIK AIR,209,N
408,Avia Air N.V.,N,,ARB,AVIAIR,61,N
409,Air Routing International Corp.,N,,ARC, ,288,N
410,Aerocondor,N,2B,ARD,AEROCONDOR,226,Y
411,Aires,N,4C,ARE, Aerovias de Integracion Regional,3,Y
412,Aerolineas Argentinas,N,AR,ARG,ARGENTINA,59,Y
413,Arrowhead Airways,N,,ARH,ARROWHEAD,288,N
414,Aero Vics,N,,ARI,AEROVICS,188,N
415,Aerojet de Costa Rica,N,,ARJ, S.A.,1,N
416,Antillana De Navegacion Aerea,N,,SUN,,115,N
417,Aeroservicios De San Luis,N,,SUO,SERVICIO SANLUIS,188,N
418,Aerosuper,N,,SUP,AEROSUPER,188,N
419,Aero Link Air Services S.L.,N,,ARK,LINK SERVICE,261,N
420,Airlec - Air Aquitaine Transport,N,,ARL,AIRLEC,127,N
421,Aeromarket Express,N,,ARM,AMEX,261,N
422,Arrow Aviation Ltd.,N,,ARO,ARROW,88,N
423,RPA-Aviataxi Ltd.,N,,ARP,,234,N
424,Air Klaipeda,N,,KLD,AIR KLAIPEDA,174,N
425,Armstrong Air,N,,ARQ, Inc.,36,N
426,Air Armenia,N,QN,ARR,AIR ARMENIA,60,N
427,Aeromet Servicios,N,,ARS,METSERVICE,94,N
428,Aerotal Aerolineas Territoriales de Colombia Ltda,N,,ART,AEROTAL,97,N
429,Aravco Ltd.,N,,ARV,ARAVCO,287,N
430,Aria,N,,ARW,ARIABIRD,127,N
431,Air Xpress,N,,ARX, Inc.,18,N
432,Airline Alania,N,,OST,ALANIA,234,N
433,Air Tchad,N,,HTT,HOTEL TANGO,93,N
434,Aerloineas de Techuacan,N,,HUC,LINEAS TEHUACAN,188,N
435,Aerotransportes Huitzilin,N,,HUT,AEROHUITZILIN,188,N
436,Aero Transportes Del Humaya,N,,HUY,AERO HUMAYA,188,N
437,Argosy Airways,N,,ARY,GOSEY,288,N
438,Air Resorts,N,,ARZ,AIR RESORTS,288,N
439,Alaska Airlines,N,AS,ASA, Inc.,26,Y
440,Air-Spray 1967 Ltd.,N,,ASB,AIR SPRAY,88,N
441,Air Star Corporation,N,,ASC,AIR STAR,88,N
442,Air Sinai,N,4D,ASD,AIR SINAI,117,Y
443,Airstars,N,PL,ASE,MOROZOV,234,N
444,Air Schefferville,N,,ASF, Inc.,239,N
445,African Star Airways (PTY) Ltd.,N,,ASG,AFRICAN STAR,258,N
446,Aerosun International,N,,ASI, Inc.,11,N
447,Air Satellite,N,,ASJ,SATELLITE,88,N
448,Awesome Flight Services (PTY) Ltd.,N,,ASM,AWESOME,258,N
449,Air and Sea Transport,N,,ASN, ,234,N
450,Aero Slovakia,N,,ASO,AERO NITRA,253,N
451,Airsprint,N,,ASP,AIRSPRINT,88,N
452,Atlantic Southeast Airlines,N,EV,ASQ,ACEY,288,Y
453,All Star Airlines,N,,ASR, Inc.,30,N
454,Air Class,N,,ASS, S.A. de C.V.,14,N
455,Aerlineas Del Oeste,N,,AST,AEROESTE,188,N
456,Aviones Are,N,,NRE,AVIONES ARE,188,N
457,Air Nepal International,N,,NPL,AIR NEPAL,201,N
